,agent,task,seed,frame,episode_reward,hour
0,DrQ-v2,hopper_hop,1,0,0.0574926120734035,1.8423795700073056e-06
1,DrQ-v2,hopper_hop,1,20000,0.0091433203420399,0.04846806605656942
2,DrQ-v2,hopper_hop,1,40000,0.0150468844170165,0.1072910197575887
3,DrQ-v2,hopper_hop,1,60000,0.9076615512450962,0.1663052056895362
4,DrQ-v2,hopper_hop,1,80000,0.386983070010803,0.22481370660993788
5,DrQ-v2,hopper_hop,1,100000,0.0820437773189165,0.28304849293496875
6,DrQ-v2,hopper_hop,1,120000,1.3115623756177213,0.3413700613710615
7,DrQ-v2,hopper_hop,1,140000,1.1643912110074253,0.4000985051525964
8,DrQ-v2,hopper_hop,1,160000,0.5116781826480219,0.4588399267858929
9,DrQ-v2,hopper_hop,1,180000,3.7965684033700007,0.5176219888528188
10,DrQ-v2,hopper_hop,1,200000,1.2284454461083665,0.5762968940205044
11,DrQ-v2,hopper_hop,1,220000,0.7469112622340072,0.6322834374507268
12,DrQ-v2,hopper_hop,1,240000,2.917137515664325,0.6912886315584182
13,DrQ-v2,hopper_hop,1,260000,1.5057832695665083,0.7505300827158822
14,DrQ-v2,hopper_hop,1,280000,12.575067977031525,0.8098269224829144
15,DrQ-v2,hopper_hop,1,300000,5.614252102769926,0.8690826102760103
16,DrQ-v2,hopper_hop,1,320000,6.633399106131661,0.9281532834635841
17,DrQ-v2,hopper_hop,1,340000,5.544756555636381,0.9872891474432416
18,DrQ-v2,hopper_hop,1,360000,68.48609402147214,1.0463638585805892
19,DrQ-v2,hopper_hop,1,380000,152.71081693349666,1.1059960276550718
20,DrQ-v2,hopper_hop,1,400000,116.2060626143495,1.1651592428816688
21,DrQ-v2,hopper_hop,1,420000,115.8900019710021,1.2217236950000128
22,DrQ-v2,hopper_hop,1,440000,149.32335197798392,1.2813694377740223
23,DrQ-v2,hopper_hop,1,460000,163.3758253340308,1.3412065241734188
24,DrQ-v2,hopper_hop,1,480000,187.30249064419525,1.4007154609759649
25,DrQ-v2,hopper_hop,1,500000,193.71990219394516,1.4607121643755172
26,DrQ-v2,hopper_hop,1,520000,203.133447445214,1.5206528613964716
27,DrQ-v2,hopper_hop,1,540000,202.72246806869344,1.5809608229663636
28,DrQ-v2,hopper_hop,1,560000,190.83124977902867,1.6410071531931558
29,DrQ-v2,hopper_hop,1,580000,189.0003890258574,1.7010321224398084
30,DrQ-v2,hopper_hop,1,600000,201.0623722892252,1.7597780448860592
31,DrQ-v2,hopper_hop,1,620000,188.57609470021157,1.8182267492347293
32,DrQ-v2,hopper_hop,1,640000,194.97117659401812,1.8784622462590534
33,DrQ-v2,hopper_hop,1,660000,198.42875377043111,1.9388513984282811
34,DrQ-v2,hopper_hop,1,680000,196.6405988083617,1.9988286511103313
35,DrQ-v2,hopper_hop,1,700000,194.05398158599385,2.0587772084607017
36,DrQ-v2,hopper_hop,1,720000,274.62978926741096,2.118171970844269
37,DrQ-v2,hopper_hop,1,740000,231.24312894786797,2.178537351356612
38,DrQ-v2,hopper_hop,1,760000,216.8219483763916,2.2387283608648514
39,DrQ-v2,hopper_hop,1,780000,251.17612145188411,2.298759391970105
40,DrQ-v2,hopper_hop,1,800000,210.39010353810156,2.3564793943696554
41,DrQ-v2,hopper_hop,1,820000,248.31459250717825,2.4167248111963273
42,DrQ-v2,hopper_hop,1,840000,236.27520769894537,2.476972153319253
43,DrQ-v2,hopper_hop,1,860000,276.0184351722114,2.537116977042622
44,DrQ-v2,hopper_hop,1,880000,243.5317149487625,2.59744973036978
45,DrQ-v2,hopper_hop,1,900000,274.4396376932788,2.6578987699747088
46,DrQ-v2,hopper_hop,1,920000,278.18964584512935,2.7183430521355736
47,DrQ-v2,hopper_hop,1,940000,272.3941306273356,2.778633564180798
48,DrQ-v2,hopper_hop,1,960000,275.7182151497641,2.838870835436715
49,DrQ-v2,hopper_hop,1,980000,295.65694771939144,2.899394162959523
50,DrQ-v2,hopper_hop,1,1000000,285.11715720032134,2.9571831968757847
51,DrQ-v2,hopper_hop,1,1020000,296.3071553942145,3.017840954462687
52,DrQ-v2,hopper_hop,1,1040000,300.606503916138,3.0783435481124455
53,DrQ-v2,hopper_hop,1,1060000,299.9776400568583,3.1386516806152134
54,DrQ-v2,hopper_hop,1,1080000,309.4037688541475,3.198903891113069
55,DrQ-v2,hopper_hop,1,1100000,302.82121078990934,3.2592306239075133
56,DrQ-v2,hopper_hop,1,1120000,304.8477807056163,3.3196651140186524
57,DrQ-v2,hopper_hop,1,1140000,307.4497319491319,3.379842129084799
58,DrQ-v2,hopper_hop,1,1160000,305.4380029873616,3.439962166547776
59,DrQ-v2,hopper_hop,1,1180000,273.40368508984704,3.49888370666239
60,DrQ-v2,hopper_hop,1,1200000,313.2721553802236,3.557491765883234
61,DrQ-v2,hopper_hop,1,1220000,301.8374420030028,3.617874247895347
62,DrQ-v2,hopper_hop,1,1240000,305.94466748557033,3.677944484419293
63,DrQ-v2,hopper_hop,1,1260000,319.35677621290154,3.737948012683127
64,DrQ-v2,hopper_hop,1,1280000,318.33649444256986,3.798336393237114
65,DrQ-v2,hopper_hop,1,1300000,314.84808169478623,3.8587570798397066
66,DrQ-v2,hopper_hop,1,1320000,275.88042756970066,3.9190093990166983
67,DrQ-v2,hopper_hop,1,1340000,287.0015164419867,3.9795515082279844
68,DrQ-v2,hopper_hop,1,1360000,309.4255914650431,4.0400321837266295
69,DrQ-v2,hopper_hop,1,1380000,325.7553548788751,4.09817305955622
70,DrQ-v2,hopper_hop,1,1400000,320.2869952421632,4.158156116273668
71,DrQ-v2,hopper_hop,1,1420000,319.1226511387663,4.218682273228963
72,DrQ-v2,hopper_hop,1,1440000,317.40004866547986,4.278982941243383
73,DrQ-v2,hopper_hop,1,1460000,325.99992187740656,4.339449371099472
74,DrQ-v2,hopper_hop,1,1480000,297.9904405992906,4.399895502262646
75,DrQ-v2,hopper_hop,1,1500000,319.66429404708447,4.460033744308683
76,DrQ-v2,hopper_hop,1,1520000,320.6907801917124,4.520397481454744
77,DrQ-v2,hopper_hop,1,1540000,313.8217607300045,4.580561399261157
78,DrQ-v2,hopper_hop,1,1560000,326.43765284990724,4.640230481293466
79,DrQ-v2,hopper_hop,1,1580000,292.9997118210993,4.6974672073788115
80,DrQ-v2,hopper_hop,1,1600000,324.3346004818266,4.757528747717539
81,DrQ-v2,hopper_hop,1,1620000,322.3144996226553,4.8178347676992415
82,DrQ-v2,hopper_hop,1,1640000,331.2289998799645,4.878078591359986
83,DrQ-v2,hopper_hop,1,1660000,321.79545571510846,4.938756264977985
84,DrQ-v2,hopper_hop,1,1680000,324.17431117581737,4.999064620534579
85,DrQ-v2,hopper_hop,1,1700000,332.09181280592816,5.059129320912891
86,DrQ-v2,hopper_hop,1,1720000,319.59917066675627,5.11939737783538
87,DrQ-v2,hopper_hop,1,1740000,331.9692405744001,5.179400576220617
88,DrQ-v2,hopper_hop,1,1760000,328.0494737363219,5.238727786607212
89,DrQ-v2,hopper_hop,1,1780000,329.67526272164343,5.296986711223921
