,agent,task,seed,frame,episode_reward,hour
0,DrQ-v2,walker_stand,1,0,118.28811778695032,1.78423192765975e-06
1,DrQ-v2,walker_stand,1,20000,219.48021782717944,0.0673586595058441
2,DrQ-v2,walker_stand,1,40000,94.08178451925023,0.1453500920534134
3,DrQ-v2,walker_stand,1,60000,131.6295109386097,0.22310753736231062
4,DrQ-v2,walker_stand,1,80000,231.2235319448781,0.30111278381612566
5,DrQ-v2,walker_stand,1,100000,339.8646873534237,0.37938323464658524
6,DrQ-v2,walker_stand,1,120000,500.032281674286,0.45743180374304454
7,DrQ-v2,walker_stand,1,140000,683.8556731176701,0.535377067261272
8,DrQ-v2,walker_stand,1,160000,844.6535429334651,0.6127639759911431
9,DrQ-v2,walker_stand,1,180000,943.4871791957196,0.6902852713399463
10,DrQ-v2,walker_stand,1,200000,959.063727036842,0.7682261686854891
11,DrQ-v2,walker_stand,1,220000,972.8529349298132,0.8455149484343
12,DrQ-v2,walker_stand,1,240000,962.3845139774846,0.9219215308295355
13,DrQ-v2,walker_stand,1,260000,961.9957471413554,0.9989652780029509
14,DrQ-v2,walker_stand,1,280000,973.70898435994,1.0759197294049792
15,DrQ-v2,walker_stand,1,300000,961.2008500251789,1.1526359604464638
16,DrQ-v2,walker_stand,1,320000,953.157153369236,1.228755093746715
17,DrQ-v2,walker_stand,1,340000,961.9833689558654,1.3053950713078182
18,DrQ-v2,walker_stand,1,360000,972.6462540616444,1.3816502924760183
19,DrQ-v2,walker_stand,1,380000,939.0220034002386,1.458003313144048
20,DrQ-v2,walker_stand,1,400000,966.5481875955808,1.5346297712458505
21,DrQ-v2,walker_stand,1,420000,968.6717132060014,1.610527667204539
22,DrQ-v2,walker_stand,1,440000,969.2042073540006,1.6873909127049975
23,DrQ-v2,walker_stand,1,460000,981.9803470227092,1.7639427706930373
24,DrQ-v2,walker_stand,1,480000,970.5243830881636,1.8407486748695376
25,DrQ-v2,walker_stand,1,500000,970.8876556992632,1.916546637945705
26,DrQ-v2,walker_stand,1,520000,968.1125716620558,1.9930691497855717
27,DrQ-v2,walker_stand,1,540000,977.8646411271828,2.070346004896694
28,DrQ-v2,walker_stand,1,560000,975.9489529870428,2.146812135775884
29,DrQ-v2,walker_stand,1,580000,952.6387678633442,2.223313728570938
30,DrQ-v2,walker_stand,1,600000,979.3093116533616,2.299234741197692
31,DrQ-v2,walker_stand,1,620000,975.8585521571536,2.376771757470237
