,agent,task,seed,frame,episode_reward,hour
0,DrQ-v2,quadruped_walk,1,0,252.65974083293108,1.0616183280944805e-05
1,DrQ-v2,quadruped_walk,1,20000,118.14010501705602,0.053238512012693626
2,DrQ-v2,quadruped_walk,1,40000,64.81070116092806,0.11332710987991758
3,DrQ-v2,quadruped_walk,1,60000,16.823984068135793,0.17322034617265067
4,DrQ-v2,quadruped_walk,1,80000,21.818656111344303,0.23341388159328036
5,DrQ-v2,quadruped_walk,1,100000,165.9295035821119,0.29447150058216526
6,DrQ-v2,quadruped_walk,1,120000,59.66049465087646,0.3549907467762629
7,DrQ-v2,quadruped_walk,1,140000,95.54545341903147,0.41523317668173043
8,DrQ-v2,quadruped_walk,1,160000,288.5579692021146,0.4756910842657089
9,DrQ-v2,quadruped_walk,1,180000,307.3821142704973,0.5361495152446958
10,DrQ-v2,quadruped_walk,1,200000,235.8949690526437,0.5967934445540112
11,DrQ-v2,quadruped_walk,1,220000,152.28541615832256,0.6575121174256007
12,DrQ-v2,quadruped_walk,1,240000,190.8639818181956,0.7176770212915209
13,DrQ-v2,quadruped_walk,1,260000,271.96003544040474,0.7781404797898398
14,DrQ-v2,quadruped_walk,1,280000,226.7510678389079,0.8386534614033169
15,DrQ-v2,quadruped_walk,1,300000,282.4635680706198,0.9001344807942708
16,DrQ-v2,quadruped_walk,1,320000,345.8401117197074,0.9614329712258445
17,DrQ-v2,quadruped_walk,1,340000,177.45821590801438,1.0223050038019816
18,DrQ-v2,quadruped_walk,1,360000,308.5206673980016,1.0825161772966385
19,DrQ-v2,quadruped_walk,1,380000,344.3884284640972,1.1432019468148549
20,DrQ-v2,quadruped_walk,1,400000,396.2120636950468,1.203957494099935
21,DrQ-v2,quadruped_walk,1,420000,412.2369358217253,1.2648142264948952
22,DrQ-v2,quadruped_walk,1,440000,379.5193703872533,1.3260478908485835
23,DrQ-v2,quadruped_walk,1,460000,422.6905474802946,1.38707316743003
24,DrQ-v2,quadruped_walk,1,480000,401.9796326403252,1.4484216643704309
25,DrQ-v2,quadruped_walk,1,500000,402.401929503621,1.5094338083929486
26,DrQ-v2,quadruped_walk,1,520000,354.32416829285165,1.5702563135491476
27,DrQ-v2,quadruped_walk,1,540000,381.1762100933569,1.6312301494015589
28,DrQ-v2,quadruped_walk,1,560000,408.4790681340943,1.6933542252911462
29,DrQ-v2,quadruped_walk,1,580000,457.17195544097,1.7540935771332846
30,DrQ-v2,quadruped_walk,1,600000,438.1539702047684,1.8154341471857496
31,DrQ-v2,quadruped_walk,1,620000,470.5032228594383,1.8760999496777853
32,DrQ-v2,quadruped_walk,1,640000,451.67094423177497,1.9361454884873497
33,DrQ-v2,quadruped_walk,1,660000,527.2110450426736,1.9963430590762032
34,DrQ-v2,quadruped_walk,1,680000,616.7018145287113,2.0571734115812514
35,DrQ-v2,quadruped_walk,1,700000,651.2201702371165,2.12391707042853
36,DrQ-v2,quadruped_walk,1,720000,781.207577464529,2.1917297564612497
37,DrQ-v2,quadruped_walk,1,740000,821.5498430200975,2.2599072643121083
38,DrQ-v2,quadruped_walk,1,760000,790.632842969151,2.327800914645195
39,DrQ-v2,quadruped_walk,1,780000,757.3159274313598,2.396293403373824
40,DrQ-v2,quadruped_walk,1,800000,791.5769951690613,2.4647948592238955
41,DrQ-v2,quadruped_walk,1,820000,778.7258529470682,2.5340349127848945
42,DrQ-v2,quadruped_walk,1,840000,773.286601111871,2.599629797604349
43,DrQ-v2,quadruped_walk,1,860000,777.3107257868712,2.660219851533572
44,DrQ-v2,quadruped_walk,1,880000,769.348562985037,2.727257937855191
45,DrQ-v2,quadruped_walk,1,900000,785.6015217900693,2.796320772899522
46,DrQ-v2,quadruped_walk,1,920000,842.9250801408434,2.8591587283213933
47,DrQ-v2,quadruped_walk,1,940000,786.9170606007958,2.9186737328767776
48,DrQ-v2,quadruped_walk,1,960000,817.0881636423204,2.9790909952587556
49,DrQ-v2,quadruped_walk,1,980000,857.7761239331503,3.0488606136375
50,DrQ-v2,quadruped_walk,1,1000000,851.6844505482017,3.1177002360423405
51,DrQ-v2,quadruped_walk,1,1020000,717.0004375145674,3.1865106958813136
52,DrQ-v2,quadruped_walk,1,1040000,802.5133274767011,3.25535054564476
53,DrQ-v2,quadruped_walk,1,1060000,813.5349628659052,3.325047102636761
54,DrQ-v2,quadruped_walk,1,1080000,788.7799847100121,3.3942526349756457
55,DrQ-v2,quadruped_walk,1,1100000,783.5068952117841,3.4630297507842376
56,DrQ-v2,quadruped_walk,1,1120000,821.1734652354698,3.532032226324081
57,DrQ-v2,quadruped_walk,1,1140000,847.5978322467979,3.6001683716641533
58,DrQ-v2,quadruped_walk,1,1160000,836.4818432331007,3.6639527440071107
59,DrQ-v2,quadruped_walk,1,1180000,868.3415672807739,3.7304533203442887
60,DrQ-v2,quadruped_walk,1,1200000,829.0040658380301,3.7976269519991344
61,DrQ-v2,quadruped_walk,1,1220000,848.6355337733523,3.8647751677698556
62,DrQ-v2,quadruped_walk,1,1240000,798.5829175482534,3.932036723163393
63,DrQ-v2,quadruped_walk,1,1260000,861.4092283970131,3.999067518048817
64,DrQ-v2,quadruped_walk,1,1280000,863.8905245697018,4.066670716603597
65,DrQ-v2,quadruped_walk,1,1300000,843.4668302939824,4.1335550896326705
66,DrQ-v2,quadruped_walk,1,1320000,861.7843573247179,4.201237860321999
67,DrQ-v2,quadruped_walk,1,1340000,841.3703932773775,4.274365572200881
68,DrQ-v2,quadruped_walk,1,1360000,886.9456325115277,4.334665461513731
69,DrQ-v2,quadruped_walk,1,1380000,831.5884823059607,4.394006477660603
70,DrQ-v2,quadruped_walk,1,1400000,857.8621846366235,4.453422274920675
71,DrQ-v2,quadruped_walk,1,1420000,863.1797680928418,4.516500190562672
72,DrQ-v2,quadruped_walk,1,1440000,872.3764561977425,4.583557030624814
73,DrQ-v2,quadruped_walk,1,1460000,857.7174296565593,4.65196652273337
74,DrQ-v2,quadruped_walk,1,1480000,859.6990028948248,4.717943513856993
75,DrQ-v2,quadruped_walk,1,1500000,919.822630396892,4.788860643241141
76,DrQ-v2,quadruped_walk,1,1520000,823.1830873196986,4.861447635359235
77,DrQ-v2,quadruped_walk,1,1540000,864.9663389102861,4.921731775403023
78,DrQ-v2,quadruped_walk,1,1560000,842.1700645050738,4.981201073726019
79,DrQ-v2,quadruped_walk,1,1580000,909.499317333486,5.04075905210442
80,DrQ-v2,quadruped_walk,1,1600000,829.4027277815146,5.099882981578509
81,DrQ-v2,quadruped_walk,1,1620000,887.9788079096361,5.1684745223654645
82,DrQ-v2,quadruped_walk,1,1640000,910.5959286183008,5.237236849069595
83,DrQ-v2,quadruped_walk,1,1660000,879.6883077063928,5.308408259484503
84,DrQ-v2,quadruped_walk,1,1680000,851.2856870971833,5.3783495982488
85,DrQ-v2,quadruped_walk,1,1700000,837.5452351295689,5.442515877087911
86,DrQ-v2,quadruped_walk,1,1720000,903.9469590722848,5.515813705391354
87,DrQ-v2,quadruped_walk,1,1740000,895.8031650416791,5.58848772154914
88,DrQ-v2,quadruped_walk,1,1760000,894.8229916551356,5.653127115302616
89,DrQ-v2,quadruped_walk,1,1780000,864.873823898785,5.7188993186420864
90,DrQ-v2,quadruped_walk,1,1800000,900.3879544571142,5.786450876659817
91,DrQ-v2,quadruped_walk,1,1820000,867.5825295554602,5.854226149717967
92,DrQ-v2,quadruped_walk,1,1840000,888.301422712603,5.921815779341592
93,DrQ-v2,quadruped_walk,1,1860000,886.7702125828979,5.98983784476916
94,DrQ-v2,quadruped_walk,1,1880000,898.7214471863757,6.058107166886329
95,DrQ-v2,quadruped_walk,1,1900000,927.6810651612036,6.127072020570437
96,DrQ-v2,quadruped_walk,1,1920000,908.0834960622692,6.197390031218529
97,DrQ-v2,quadruped_walk,1,1940000,891.4735424423237,6.26757371087869
98,DrQ-v2,quadruped_walk,1,1960000,908.8895384974336,6.338481676909659
99,DrQ-v2,quadruped_walk,1,1980000,900.8594171353454,6.408840707474285
100,DrQ-v2,quadruped_walk,1,2000000,925.28371685739,6.479726051025922
101,DrQ-v2,quadruped_walk,1,2020000,914.7435817027324,6.548913577066528
102,DrQ-v2,quadruped_walk,1,2040000,938.4774339069644,6.619270347555477
103,DrQ-v2,quadruped_walk,1,2060000,897.1493070530005,6.69009323504236
104,DrQ-v2,quadruped_walk,1,2080000,888.345415763591,6.759862578047646
105,DrQ-v2,quadruped_walk,1,2100000,900.4954251902111,6.830644092957178
106,DrQ-v2,quadruped_walk,1,2120000,907.2205589562676,6.893983925845889
107,DrQ-v2,quadruped_walk,1,2140000,874.1526233781781,6.954660202066104
108,DrQ-v2,quadruped_walk,1,2160000,903.3977247157763,7.015953549212879
109,DrQ-v2,quadruped_walk,1,2180000,916.2689058745524,7.076692557930946
110,DrQ-v2,quadruped_walk,1,2200000,910.2811182853162,7.144751006364823
111,DrQ-v2,quadruped_walk,1,2220000,910.0459772399888,7.21451361351543
112,DrQ-v2,quadruped_walk,1,2240000,915.8518741515873,7.285392232007451
113,DrQ-v2,quadruped_walk,1,2260000,849.3743256348147,7.354254898296462
114,DrQ-v2,quadruped_walk,1,2280000,916.5424207079476,7.424794919358359
115,DrQ-v2,quadruped_walk,1,2300000,936.1473419924962,7.493170266681247
116,DrQ-v2,quadruped_walk,1,2320000,940.2520600788272,7.561156104604403
117,DrQ-v2,quadruped_walk,1,2340000,891.9523864202631,7.627803160150846
118,DrQ-v2,quadruped_walk,1,2360000,937.423179477192,7.696335930956734
119,DrQ-v2,quadruped_walk,1,2380000,910.549968834192,7.761103417608473
120,DrQ-v2,quadruped_walk,1,2400000,896.3065171328739,7.82193030430211
121,DrQ-v2,quadruped_walk,1,2420000,862.9247191335138,7.891409657597542
122,DrQ-v2,quadruped_walk,1,2440000,906.2653776384732,7.964140890041988
123,DrQ-v2,quadruped_walk,1,2460000,876.2801887773585,8.034976715511746
124,DrQ-v2,quadruped_walk,1,2480000,883.9536870973064,8.107741327815585
125,DrQ-v2,quadruped_walk,1,2500000,911.0146885032884,8.180379509925842
126,DrQ-v2,quadruped_walk,1,2520000,924.3877183707684,8.251746441192097
127,DrQ-v2,quadruped_walk,1,2540000,928.5944553525298,8.323469622002708
128,DrQ-v2,quadruped_walk,1,2560000,898.8052080821932,8.396266371144188
129,DrQ-v2,quadruped_walk,1,2580000,839.7282375330182,8.468122383687232
130,DrQ-v2,quadruped_walk,1,2600000,922.8852577767432,8.540031358136071
131,DrQ-v2,quadruped_walk,1,2620000,867.7196367196996,8.611735408041213
