,agent,task,seed,frame,episode_reward,hour
0,DrQ-v2,walker_run,1,0,19.964171134394096,1.8528434965345556e-06
1,DrQ-v2,walker_run,1,20000,16.48284802275887,0.07818584971957737
2,DrQ-v2,walker_run,1,40000,30.298394166423726,0.16820819728904302
3,DrQ-v2,walker_run,1,60000,28.359231428688,0.25686098986201816
4,DrQ-v2,walker_run,1,80000,33.91780540498779,0.34750118599997626
5,DrQ-v2,walker_run,1,100000,56.67576470193317,0.4405046369632086
6,DrQ-v2,walker_run,1,120000,66.4703481290208,0.5303716950284111
7,DrQ-v2,walker_run,1,140000,106.2143459240654,0.6210734218358993
8,DrQ-v2,walker_run,1,160000,121.0775734175794,0.7116176972786585
9,DrQ-v2,walker_run,1,180000,126.21680708776036,0.8034038964907328
10,DrQ-v2,walker_run,1,200000,147.2296579092129,0.8941706099775102
11,DrQ-v2,walker_run,1,220000,163.15983691927937,0.9855932721164491
12,DrQ-v2,walker_run,1,240000,186.5630071175459,1.0768872647153005
13,DrQ-v2,walker_run,1,260000,216.5475849138905,1.1674263238906861
14,DrQ-v2,walker_run,1,280000,240.3530903579676,1.2614338363541497
15,DrQ-v2,walker_run,1,300000,273.64166974605985,1.3545408272743225
16,DrQ-v2,walker_run,1,320000,319.94582637799203,1.4446225943168005
17,DrQ-v2,walker_run,1,340000,333.75450152027366,1.5360149894158046
18,DrQ-v2,walker_run,1,360000,362.96299310703046,1.6318901350100836
19,DrQ-v2,walker_run,1,380000,374.87462372087015,1.72203239136272
20,DrQ-v2,walker_run,1,400000,404.16376118048345,1.8145174596707025
21,DrQ-v2,walker_run,1,420000,409.83831946313694,1.904160364733802
22,DrQ-v2,walker_run,1,440000,436.0859111585381,1.9950884814394845
23,DrQ-v2,walker_run,1,460000,429.7229022520834,2.0835335385137133
24,DrQ-v2,walker_run,1,480000,443.5982928552422,2.1757678878969617
25,DrQ-v2,walker_run,1,500000,446.0267551035994,2.2665072243743474
26,DrQ-v2,walker_run,1,520000,443.7926855761839,2.359517718156179
27,DrQ-v2,walker_run,1,540000,443.4097736833687,2.448135905795627
28,DrQ-v2,walker_run,1,560000,449.5859189249031,2.539563057025273
29,DrQ-v2,walker_run,1,580000,454.6320141559901,2.6314944660663606
30,DrQ-v2,walker_run,1,600000,471.02305236826567,2.7226269789536794
31,DrQ-v2,walker_run,1,620000,476.4707429157819,2.8132397956318322
32,DrQ-v2,walker_run,1,640000,478.0082124566353,2.9112027511994043
33,DrQ-v2,walker_run,1,660000,487.6694412252115,3.004710228641828
34,DrQ-v2,walker_run,1,680000,492.4935553338752,3.094994512134128
35,DrQ-v2,walker_run,1,700000,487.5216874703551,3.1857122737169266
36,DrQ-v2,walker_run,1,720000,499.7938044162034,3.276441208720207
37,DrQ-v2,walker_run,1,740000,501.2751725365645,3.3680070372422533
38,DrQ-v2,walker_run,1,760000,502.0508819953264,3.4647917117675147
39,DrQ-v2,walker_run,1,780000,495.1835043339863,3.5551235917541715
40,DrQ-v2,walker_run,1,800000,473.94994729510415,3.6488828581571577
41,DrQ-v2,walker_run,1,820000,498.5817963436007,3.7387997827927273
42,DrQ-v2,walker_run,1,840000,508.5222447286812,3.829834852284855
43,DrQ-v2,walker_run,1,860000,515.9133083271894,3.920126488010089
44,DrQ-v2,walker_run,1,880000,505.5800598377912,4.0136598747968675
45,DrQ-v2,walker_run,1,900000,476.7870439810551,4.107227080464363
46,DrQ-v2,walker_run,1,920000,514.2035044408285,4.198781371514002
47,DrQ-v2,walker_run,1,940000,529.0223309779182,4.289357299672233
48,DrQ-v2,walker_run,1,960000,521.8980814141908,4.381059237851036
49,DrQ-v2,walker_run,1,980000,522.7899025167538,4.475373463564449
50,DrQ-v2,walker_run,1,1000000,521.363160774283,4.566231462425656
51,DrQ-v2,walker_run,1,1020000,517.394425619536,4.6565280528201
52,DrQ-v2,walker_run,1,1040000,527.7600565026365,4.7462199082639485
53,DrQ-v2,walker_run,1,1060000,542.0111499921959,4.836913361085786
54,DrQ-v2,walker_run,1,1080000,547.9568751087997,4.927988744311863
55,DrQ-v2,walker_run,1,1100000,537.7175893895528,5.017525328000387
56,DrQ-v2,walker_run,1,1120000,556.0938796981995,5.107911308606466
57,DrQ-v2,walker_run,1,1140000,543.352522607981,5.19887743824058
58,DrQ-v2,walker_run,1,1160000,559.4875505954236,5.290858301520347
59,DrQ-v2,walker_run,1,1180000,567.2603364026725,5.380231648551093
60,DrQ-v2,walker_run,1,1200000,569.8075307044818,5.470932348767916
61,DrQ-v2,walker_run,1,1220000,567.0125852104125,5.562289376060168
62,DrQ-v2,walker_run,1,1240000,567.9403942846839,5.654176122347514
63,DrQ-v2,walker_run,1,1260000,559.9827344812136,5.74684959716267
64,DrQ-v2,walker_run,1,1280000,569.1825646617806,5.838371218972736
65,DrQ-v2,walker_run,1,1300000,591.2485027622532,5.929789766603047
66,DrQ-v2,walker_run,1,1320000,579.5372932633448,6.023284775482284
67,DrQ-v2,walker_run,1,1340000,578.0734189460086,6.111850872238478
68,DrQ-v2,walker_run,1,1360000,615.5067478757658,6.204323970940378
69,DrQ-v2,walker_run,1,1380000,602.204754175589,6.295228169229295
70,DrQ-v2,walker_run,1,1400000,591.0745736916194,6.387190102868611
71,DrQ-v2,walker_run,1,1420000,583.3812449770818,6.479448903335466
72,DrQ-v2,walker_run,1,1440000,617.0658250648286,6.56967802464962
73,DrQ-v2,walker_run,1,1460000,634.2793806247562,6.660277357565033
74,DrQ-v2,walker_run,1,1480000,633.2490376254375,6.755611542926895
75,DrQ-v2,walker_run,1,1500000,640.4609251316363,6.847157235675389
76,DrQ-v2,walker_run,1,1520000,639.6359432461794,6.939074099726147
77,DrQ-v2,walker_run,1,1540000,642.2884412058095,7.027723788751495
78,DrQ-v2,walker_run,1,1560000,647.306737850223,7.119861265420914
79,DrQ-v2,walker_run,1,1580000,649.9906867071437,7.211073631578023
80,DrQ-v2,walker_run,1,1600000,658.8556115636467,7.301618411209848
81,DrQ-v2,walker_run,1,1620000,648.6828707936303,7.392784082757102
82,DrQ-v2,walker_run,1,1640000,637.8425993060262,7.485059535172252
83,DrQ-v2,walker_run,1,1660000,669.4554471520789,7.580075807637638
84,DrQ-v2,walker_run,1,1680000,664.9781919032448,7.670606609914038
85,DrQ-v2,walker_run,1,1700000,696.6012509862837,7.756373762422138
86,DrQ-v2,walker_run,1,1720000,685.4451557525643,7.843335475656723
87,DrQ-v2,walker_run,1,1740000,680.7046579412795,7.931027241150538
88,DrQ-v2,walker_run,1,1760000,695.317022894335,8.018961531917254
89,DrQ-v2,walker_run,1,1780000,693.9723207849026,8.104708566334512
90,DrQ-v2,walker_run,1,1800000,678.2579925610208,8.190440160897044
91,DrQ-v2,walker_run,1,1820000,706.6341218277925,8.27710969918304
92,DrQ-v2,walker_run,1,1840000,688.5041575234998,8.367728132208189
93,DrQ-v2,walker_run,1,1860000,684.7057591120004,8.452910409569741
94,DrQ-v2,walker_run,1,1880000,703.0404031155991,8.538046590420937
